title,score,developer,publisher,rom_name,size
Shining Force: Resurrection of the Dark Dragon,8.3,Amusement Vision,Atlus,Shining Force - Resurrection of the Dark Dragon (USA).gba,8388608
Rayman 3,8.3,Ubisoft,Ubisoft,Rayman IV (USA) (Unl).gba,33554432
Racing Gears Advance,8.3,"Orbital Media, Inc.","Orbital Media, Inc.",Racing Gears Advance (USA) (Beta).gba,8388608
Metroid,8.3,Nintendo,Nintendo,Mythri (USA) (Proto).gba,524288
Kirby: Nightmare in Dream Land,8.3,HAL Labs,Nintendo,Kirby - Nightmare in Dream Land (USA) (Virtual Console).gba,8388608
Gunstar Super Heroes,8.3,Treasure,Sega,Gunstar Super Heroes (USA).gba,8388608
Final Fight One,8.3,Sun-Tec,Capcom,Final Fight One (USA).gba,4194304
Donkey Kong Country 3: Dixie Kong's Double Trouble!,8.3,Rare Ltd.,Nintendo,,
Boktai: The Sun Is in Your Hand,8.3,KCEJ,Konami,Boktai - The Sun Is in Your Hand (USA).gba,16777216
Yu-Gi-Oh! GX: Duel Academy,8.2,Konami,Konami,Yu-Gi-Oh! GX - Duel Academy (USA).gba,33554432
The Scorpion King: Sword of Osiris,8.2,WayForward,Universal Interactive,"Scorpion King, The - Sword of Osiris (USA).gba",4194304
Tekken Advance,8.2,Eighting/Raizing,Namco,Tekken Advance (USA).gba,8388608
Super Robot Taisen: Original Generation 2,8.2,Banpresto,Atlus,Super Robot Taisen - Original Generation 2 (USA).gba,16777216
Super Monkey Ball Jr.,8.2,Realism Ltd,THQ,Super Monkey Ball Jr. (USA) (Beta) (2002-08-06).gba,4194304
Harvest Moon: More Friends of Mineral Town,8.2,TOSE,Natsume,Harvest Moon - More Friends of Mineral Town (USA).gba,16777216
GT Advance Championship Racing,8.2,MTO,THQ,"GT Advance - Championship Racing (USA, Europe).gba",8388608
Dragon Ball Z: Buu's Fury,8.2,Webfoot Technologies,Atari SA,Dragon Ball Z - Buu's Fury (USA).gba,8388608
Yu-Gi-Oh! Ultimate Masters: World Championship Tournament 2006,8.1,Konami,Konami,"Yu-Gi-Oh! - Ultimate Masters - World Championship Tournament 2006 (USA) (En,Ja,Fr,De,Es,It).gba",33554432
Yu-Gi-Oh! The Eternal Duelist Soul,8.1,KCEJ,Konami,Yu-Gi-Oh! - The Eternal Duelist Soul (USA).gba,8388608
Teenage Mutant Ninja Turtles (Game Boy Advance),8.1,Konami,Konami,Teenage Mutant Ninja Turtles 2 (USA) (Unl).gba,33554432
Pokemon Pinball: Ruby & Sapphire,8.1,Jupiter Corporation,Nintendo,Pokemon Pinball - Ruby & Sapphire (USA).gba,8388608
Mega Man Zero 2,8.1,Inti Creates,Capcom,Megaman Zero 4 (USA).gba,16777216
Mega Man Battle Network 2,8.1,Capcom,Capcom,Megaman - Battle Network 2 (USA) (Debug Version).gba,8388608
Mario vs. Donkey Kong (2004),8.1,Nintendo Software Technology,Nintendo,Mario vs. Donkey Kong (Japan).gba,16777216
Harvest Moon: Friends of Mineral Town,8.1,TOSE,Natsume,Harvest Moon - More Friends of Mineral Town (USA).gba,16777216
Harry Potter and the Prisoner of Azkaban (2004),8.1,Griptonite Games,EA Games,"Harry Potter and the Prisoner of Azkaban (USA, Europe) (En,Fr,De,Es,It,Nl,Da).gba",16777216
Duke Nukem Advance,8.1,Torus Games,Take-Two Interactive,"Duke Nukem Advance (Europe) (En,Fr,De,It).gba",8388608
The Legend of Spyro: The Eternal Night (2007),8.0,Amaze Entertainment,Sierra Entertainment,"Legend of Spyro, The - The Eternal Night (Europe) (En,Fr,De,Es,It,Nl).gba",33554432
The King of Fighters EX2: Howling Blood,8.0,Marvelous Entertainment,Atlus,"King of Fighters EX 2, The - Howling Blood (USA).gba",8388608
Sonic Battle,8.0,Sonic Team,THQ,"Sonic Battle (Japan) (En,Ja).gba",16777216
Shaman King: Master of Spirits 2,8.0,KCEJ,Konami,Shaman King - Master of Spirits 2 (USA).gba,16777216
Pokemon Mystery Dungeon: Red Rescue Team,8.0,ChunSoft,Nintendo,"Pokemon Mystery Dungeon - Red Rescue Team (Europe) (En,Fr,De,Es,It).gba",33554432
Mega Man Zero 3,8.0,Inti Creates,Capcom,Megaman Zero 4 (USA).gba,16777216
Medal of Honor: Infiltrator,8.0,Netherock Ltd.,EA Games,"Medal of Honor - Infiltrator (USA, Europe) (En,Fr,De).gba",16777216
Fire Pro Wrestling (2001),8.0,Vaill,Bam Entertainment,Fire Pro Wrestling 2 (USA).gba,8388608
Disney's Lilo & Stitch (2002),8.0,Digital Eclipse,Disney Interactive,"Lilo & Stitch 2 (Europe) (En,Fr,De,Es).gba",8388608
Crash Bandicoot: The Huge Adventure,8.0,Vicarious Visions,Universal Interactive,Crash Bandicoot - The Huge Adventure (USA).gba,8388608
Zone of the Enders: The Fist of Mars,7.9,WinkySoft,Konami,Zone of the Enders - The Fist of Mars (USA).gba,8388608
The Pinball of the Dead,7.9,Sega,THQ,"Pinball of the Dead, The (Japan).gba",8388608
Tak and the Power of Juju (2003),7.9,Helixe,THQ,Tak and the Power of Juju (USA).gba,8388608
Super Dodge Ball Advance,7.9,Million,Atlus,Super Dodge Ball Advance (USA) (Rev 1).gba,4194304
Pac-Man Collection,7.9,Mass Media,Namco,Pac-Man Collection (Japan) (En).gba,4194304
Monster Rancher Advance 2,7.9,Tecmo,Tecmo,Monster Rancher Advance 2 (USA).gba,8388608
Mega Man Zero 4,7.9,Inti Creates,Capcom,Megaman Zero 4 (USA).gba,16777216
Mega Man Battle Network,7.9,Capcom,Capcom,Megaman - Battle Network 2 (USA) (Debug Version).gba,8388608
Mega Man & Bass,7.9,Capcom,Capcom,Megaman & Bass (USA).gba,8388608
Lunar Legend,7.9,Game Arts,Ubisoft,Lunar Legend (USA).gba,8388608
Breath of Fire,7.9,Capcom,Capcom,Breath of Fire (Europe).gba,4194304
Boktai 2: Solar Boy Django,7.9,KCEJ,Konami,Boktai 2 - Solar Boy Django (USA).gba,16777216
Summon Night: Swordcraft Story,7.8,Flight-Plan,Atlus,Summon Night - Swordcraft Story (USA).gba,8388608
Rebelstar: Tactical Command,7.8,Codo Games,Namco,Rebelstar - Tactical Command (USA).gba,4194304
Onimusha Tactics,7.8,Capcom,Capcom,Onimusha Tactics (Europe).gba,8388608
Lady Sia,7.8,RFX Interactive,TDK Mediactive,"Lady Sia (USA) (En,Fr,De,Es,It,Nl).gba",4194304
Crash Bandicoot 2: N-Tranced,7.8,Vicarious Visions,Universal Interactive,Crash Bandicoot 2 - N-Tranced (USA).gba,8388608
Yoshi Topsy-Turvy,7.7,Artoon,Nintendo,Yoshi Topsy-Turvy (USA).gba,8388608
Sonic Pinball Party,7.7,Sonic Team,Sega,"Sonic Pinball Party (Japan) (En,Ja,Fr,De,Es,It).gba",8388608
Mega Man Battle Network 3: White Version,7.7,Capcom,Capcom,Megaman - Battle Network 3 - White Version (USA) (Virtual Console).gba,8388608
Hamtaro: Ham-Ham Games,7.7,Alphadream Corporation,Nintendo,"Hamtaro - Ham-Ham Games (Europe) (En,Fr,De,Es,It).gba",16777216
Disney's Kim Possible 2: Drakken's Demise,7.7,Artificial Mind and Movement,Disney Interactive,"Kim Possible 2 - Drakken's Demise (Europe) (En,Fr,De,Es).gba",8388608
Car Battler Joe,7.7,Ancient,Natsume,Car Battler Joe (USA).gba,8388608
Spyro 2: Season of Flame,7.6,Digital Eclipse,Universal Interactive,Spyro 2 - Season of Flame (USA).gba,8388608
Shonen Jump's One Piece,7.6,Dimps Corporation,Bandai,,
Monster Rancher Advance,7.6,Tecmo,Tecmo,"Moto Racer Advance (USA) (En,Fr,De,Es,It).gba",4194304
Banjo-Kazooie: Grunty's Revenge,7.6,Rare Ltd.,THQ,Banjo-Kazooie - Grunty's Revenge (Europe) (Beta 1).gba,8019096
Hamtaro: Ham-Ham Heartbreak,7.5,Pax Softonica,Nintendo,Hamtaro - Ham-Ham Heartbreak (USA).gba,8388608
Frogger's Adventures 2: The Lost Wand,7.5,Konami,Konami,"Frogger's Adventures 2 - The Lost Wand (USA) (En,Es).gba",8388608
Dragon Ball Z: Supersonic Warriors,7.5,Cavia Inc.,Atari SA,Dragon Ball Z - Supersonic Warriors (USA).gba,16777216
Spyro: Season of Ice,7.4,Digital Eclipse,Universal Interactive,Spyro 2 - Season of Flame (USA).gba,8388608
Lara Croft - Tomb Raider: The Prophecy,7.4,Ubisoft Milan,Ubisoft,Lara Croft Tomb Raider - The Prophecy (Japan).gba,8388608
Jet Grind Radio,7.4,Vicarious Visions,THQ,Jet Grind Radio (USA).gba,8388608
Dr. Mario / Puzzle League,7.4,TOSE,Nintendo,"2 Games in 1 - Dr. Mario + Puzzle League (Europe) (En,Fr,De,Es,It).gba",8388608
Zelda II: The Adventure of Link,7.3,Nintendo,Nintendo,"Classic NES Series - Zelda II - The Adventure of Link (USA, Europe).gba",1048576
Driver 2 Advance,7.3,Sennari Interactive,Infogrames,"Driver 2 Advance (Europe) (En,Fr,De,Es,It) (Beta).gba",8388608
Contra III: The Alien Wars,7.3,TOSE,Konami,Contra Advance - The Alien Wars EX (USA).gba,4194304
Yu-Gi-Oh! Worldwide Edition: Stairway to the Destined Duel,7.2,KCEJ,Konami,"Yu-Gi-Oh! - Worldwide Edition - Stairway to the Destined Duel (USA) (En,Ja,Fr,De,Es,It).gba",16777216
Yu-Gi-Oh! World Championship Tournament 2004,7.2,KCEJ,Konami,"Yu-Gi-Oh! - World Championship Tournament 2004 (USA) (En,Ja,Fr,De,Es,It).gba",16777216
Super Robot Taisen: Original Generation,7.2,Banpresto,Atlus,Super Robot Taisen - Original Generation 2 (USA).gba,16777216
Spyro: Attack of the Rhynocs,7.2,Digital Eclipse,Universal Interactive,Spyro - Attack of the Rhynocs (USA).gba,8388608
Shrek 2 (2004),7.2,Vicarious Visions,Activision,"Shrek 2 (Europe) (Fr,De,Es,It,Sv).gba",8388608
Mega Man Battle Network 6: Cybeast Gregar,7.2,Capcom,Capcom,Megaman - Battle Network 6 - Cybeast Gregar (USA) (Virtual Console).gba,8388608
Ballistic: Ecks vs. Sever II,7.2,Crawfish Interactive,Bam Entertainment,Ballistic - Ecks vs. Sever (USA).gba,8388608
Yu-Gi-Oh! The Sacred Cards,7.1,Konami,Konami,Yu-Gi-Oh! - The Sacred Cards (USA).gba,16777216
X-Men: Reign of Apocalypse,7.1,Digital Eclipse,Activision,"X-Men - Reign of Apocalypse (USA, Europe).gba",8388608
Tim Burton's The Nightmare Before Christmas: The Pumpkin King,7.1,TOSE,Buena Vista Interactive,Tim Burton's The Nightmare Before Christmas - The Pumpkin King (Japan).gba,8388608
Secret Agent Barbie: Royal Jewels Mission,7.1,Digital Illusions,VU Games,Secret Agent Barbie - Royal Jewels Mission (USA).gba,4194304
DreamWorks Madagascar (Game Boy Advance),7.1,Vicarious Visions,Activision,Daisenryaku for Game Boy Advance (Japan).gba,8388608
Medabots AX: Metabee Ver.,7.0,Natsume,Natsume,Medabots AX - Metabee Ver. (USA) (Virtual Console).gba,8388608
Mega Man Battle Network 5: Team Colonel,6.9,Capcom,Capcom,Megaman - Battle Network 5 - Team Colonel (USA) (Virtual Console).gba,8388608
Dragon Ball GT: Transformation,6.9,Webfoot Technologies,Atari SA,Dragon Ball GT - Transformation (USA).gba,8388608
American Bass Challenge,6.9,Starfish,Ubisoft,American Bass Challenge (USA).gba,4194304
Mega Man Battle Network 4: Red Sun,6.8,Capcom,Capcom,Megaman - Battle Network 2 (USA) (Debug Version).gba,8388608
Jazz Jackrabbit,6.8,Game Titan,Jaleco Entertainment,"Jazz Jackrabbit (USA, Europe).gba",4194304
Grand Theft Auto (Game Boy Advance),6.8,Digital Eclipse,Rockstar Games,Daisenryaku for Game Boy Advance (Japan).gba,8388608
Banjo-Pilot,6.8,Rare Ltd.,THQ,"Banjo-Pilot (Europe) (En,Fr,De,Es,It) (Beta 2) (2004-09-29).gba",16777216
Mega Man Battle Network 6: Cybeast Falzar,6.7,Capcom,Capcom,Megaman - Battle Network 6 - Cybeast Falzar (USA) (Virtual Console).gba,16777216
Mega Man Battle Network 5: Team Protoman,6.7,Capcom,Capcom,Megaman - Battle Network 5 - Team Protoman (USA) (Virtual Console).gba,8388608
Mega Man Battle Network 4: Blue Moon,6.7,Capcom,Capcom,Megaman - Battle Network 2 (USA) (Debug Version).gba,8388608
Guilty Gear X Advance Edition,6.7,Arc System Works,Sammy Studios,Guilty Gear X - Advance Edition (Japan) (Beta).gba,8388608
Crash Bandicoot Purple: Ripto's Rampage,6.7,Vicarious Visions,VU Games,Crash Bandicoot Purple - Ripto's Rampage (USA).gba,16777216
Naruto: Ninja Council 2,6.5,Aspect,D3Publisher,Naruto - Ninja Council (USA).gba,8388608
Shrek Swamp Kart Speedway,6.4,Prolific,TDK Mediactive,"Shrek - Swamp Kart Speedway (USA) (En,Fr,De,Es,It,Nl) (Rev 1).gba",8388608
Yu Yu Hakusho - Ghost Files: Spirit Detective,6.3,Sensory Sweep,Atari SA,Yu Yu Hakusho - Ghostfiles - Spirit Detective (USA) (Beta).gba,16777216
Samurai Jack: The Amulet of Time,6.3,Virtucraft,Bam Entertainment,"Samurai Jack - The Amulet of Time (USA, Europe).gba",8388608
Digimon Battle Spirit 2,6.3,Dimps Corporation,Bandai,"Digimon - Battle Spirit 2 (Europe) (En,Fr,De,Es,It).gba",4194304
Mario Pinball Land,6.2,Fuse Games Limited,Nintendo,Mario Pinball Land (USA) (Virtual Console).gba,8388608
Dragon Ball Z: The Legacy of Goku,6.2,Webfoot Technologies,Infogrames,Dragon Ball Z - The Legacy of Goku II (USA).gba,8388608
Disney's Kim Possible: Revenge of Monkey Fist,6.2,Digital Eclipse,Disney Interactive,Kim Possible - Revenge of Monkey Fist (USA).gba,8388608
Digimon Racing,6.2,Griptonite Games,Bandai,"Digimon Racing (USA) (En,Fr,De,Es,It).gba",8388608
Yu-Gi-Oh! Reshef of Destruction,6.1,Konami,Konami,Yu-Gi-Oh! - Reshef of Destruction (USA).gba,16777216
Rayman: Hoodlum's Revenge,6.1,Backbone Entertainment,Ubisoft,"Rayman - Hoodlum's Revenge (USA) (En,Fr,Es).gba",8388608
Star Wars: The New Droid Army,6.0,Helixe,THQ,Star Wars - The New Droid Army (USA).gba,8388608
Spyro Orange: The Cortex Conspiracy,6.0,Vicarious Visions,VU Games,Spyro Orange - The Cortex Conspiracy (USA) (Rev 1).gba,16777216
Sega Smash Pack,6.0,CodeFire,THQ,SEGA Smash Pack (USA).gba,8388608
Star Wars: Jedi Power Battles,5.8,HotGen,THQ,Star Wars - Jedi Power Battles (USA).gba,8388608
Mega Man: Battle Chip Challenge,5.5,Capcom,Capcom,Megaman - Battle Chip Challenge (USA).gba,8388608
Mario Party Advance,5.4,AI,Nintendo,"Mario Party Advance (Europe) (En,Fr,De,Es,It).gba",16777216
The Legend of Spyro: A New Beginning (2006),5.3,Krome Studios,Sierra Entertainment,"Legend of Spyro, The - A New Beginning (USA).gba",16777216
E.T. The Extra-Terrestrial,5.3,Fluid Studios,NewKidCo,E.T. - The Extra-Terrestrial (USA).gba,4194304
Dragon Ball Z: Taiketsu,4.9,Webfoot Technologies,Atari SA,Dragon Ball Z - Taiketsu (USA) (Beta).gba,8388608
Looney Tunes: Back in Action (2003),4.7,Warthog,Electronic Arts,"Looney Tunes - Back in Action (USA, Europe) (En,Fr,De,Es,It).gba",8388608
That's So Raven,3.9,Vicarious Visions,Buena Vista Interactive,That's So Raven (USA).gba,8388608
Star Wars Episode II: Attack of the Clones,3.8,David A. Palmer Productions,THQ,Star Wars - Episode II - Attack of the Clones (USA).gba,8388608
Mortal Kombat Advance,3.3,Virtucraft,Midway,Mortal Kombat Advance (Europe).gba,8388608
Mucha Lucha! Mascaritas of the Lost Code,2.6,Digital Eclipse,Ubisoft,"Mucha Lucha! - Mascaritas of the Lost Code (USA) (En,Fr,Es).gba",4194304
Thunder Alley (2004),2.3,Pronto Games,XS Games,Thunder Alley (USA).gba,4194304
