title,score,developer,publisher,rom_name,size
Heavy Rain: Move Edition,8.1,Quantic Dream,SCEA,Heavy Rain - Move Edition (UK).iso,27317764096
Heavy Rain Chronicles Episode 1: The Taxidermist,8.1,Quantic Dream,SCEA,,
Gran Turismo 6,8.1,Polyphony Digital,SCEA,"Gran Turismo 6 (USA) (En,Ja,Fr).iso",25293815808
Drakengard 3,8.1,Access Games,Square Enix,"Drakengard 3 (USA) (En,Fr).iso",15876489216
Bomberman Ultra,8.1,Hudson,Hudson Entertainment,,
Tokyo Jungle,8.0,Crispy's,SCEA,Tokyo Jungle (Japan).iso,2126577664
Tetris (2009),8.0,EA Mobile,Electronic Arts,,
Lumines Supernova,8.0,Q Entertainment,Q Entertainment,,
Gran Turismo 5 Prologue,8.0,Polyphony Digital,SCEA,"Gran Turismo 5 - Prologue (USA) (En,Fr) (v03.00).iso",6556876800
God of War: Ascension,8.0,SCE Santa Monica,SCEA,"God of War - Ascension (USA) (En,Fr,Es,Pt).iso",49588142080
Dynasty Warriors 7 Empires,8.0,Omega Force,Tecmo Koei Games,Dynasty Warriors 7 - Empires (Europe).iso,8748990464
Chime Super Deluxe,8.0,Zoe Mode,Zoe Mode,,
Buzz! Quiz TV,8.0,Relentless Software,SCEA,Buzz! Quiz TV (USA).iso,2925854720
Battle Princess of Arcadias,8.0,ApolloSoft,NIS America,"Prince of Persia (Japan) (En,Ja).iso",4832034816
AquaPazza: AquaPlus Dream Match,8.0,Examu,Atlus,Aquapazza - Aquaplus Dream Match (USA).iso,5957025792
The Tomb Raider Trilogy,7.9,Crystal Dynamics,Square Enix,"Tomb Raider Trilogy, The (USA) (En,Fr,De,Es,It,Nl).iso",24420876288
SIREN: Blood Curse,7.9,SCE Japan Studio,SCEA,"Siren - Blood Curse (Europe) (En,Fr,De,Es,It).iso",23314497536
Saint Seiya: Sanctuary Battle,7.9,Dimps Corporation,Bandai Namco Games,"Saint Seiya - Sanctuary Battle (Europe) (En,Fr,Es,It).iso",8162902016
Ridge Racer 7,7.9,Namco Bandai Games,Namco Bandai Games,"Ridge Racer 7 (USA) (En,Ja).iso",7471366144
Rain,7.9,SCE Japan Studio,SCEA,Rain (Japan).iso,2730819584
MotorStorm: Apocalypse,7.9,Evolution Studios,SCEA,"MotorStorm - Apocalypse (USA) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da,Fi,Ko,Pl,Ru) (v02.00).iso",19525533696
JoJo's Bizarre Adventure: All-Star Battle,7.9,CyberConnect2,Bandai Namco Games,"JoJo's Bizarre Adventure - All Star Battle (USA) (En,Fr,De,Es,It).iso",3092971520
Heavenly Sword,7.9,Ninja Theory,SCEA,"Heavenly Sword (USA) (En,Fr,De,Es,It).iso",20254294016
Formula One Championship Edition,7.9,Studio Liverpool,SCEA,Formula One - Championship Edition (USA).iso,9563602944
echochrome ii,7.9,SCE Japan Studio,SCEA,"Echochrome II (Korea) (En,Zh,Ko).iso",723582976
Twisted Metal (2012),7.8,Eat Sleep Play,SCEA,"Twisted Metal (USA) (En,Fr,Es).iso",13465026560
The Guided Fate Paradox,7.8,Nippon Ichi Software,NIS America,"Guided Fate Paradox, The (USA).iso",4018601984
Tales From Space: About a Blob,7.8,DrinkBox Studios,DrinkBox Studios,,
Starhawk,7.8,LightBox Interactive,SCEA,Warhawk (USA).iso,2474311680
Sports Champions,7.8,Zindagi Games,SCEA,"Sports Champions 2 (USA) (En,Fr,Es,Pt).iso",6773538816
Folklore,7.8,Game Republic,SCEA,"Folklore (USA) (En,Fr,De,Es,It).iso",15854731264
Deadfall Adventures: Heart of Atlantis,7.8,The Farm 51,The Farm 51,duplex-deadfall.adventures.heart.of.atlantis.install.pkg,2857860544
Crash Commando,7.8,Epos,SCEA,"Bionic Commando (USA) (En,Ja,Fr,De,Es,It,Ko).iso",7641169920
Ar tonelico Qoga: Knell of Ar Ciel,7.8,Gust,NIS America,Ar tonelico Qoga - Knell of Ar Ciel (USA).iso,22797025280
The Last Guy,7.7,SCE Japan Studio,SCEA,"Last Guy, The (Japan).iso",2080243712
The House of the Dead: Overkill - Extended Cut,7.7,Headstrong Games,Sega,"House of the Dead, The - Overkill - Extended Cut (USA).iso",13087735808
The House of the Dead 4,7.7,Sega,Sega,"Shadows of the Damned (USA) (En,Fr,De,Es,It).iso",6649675776
Sports Champions 2,7.7,Zindagi Games,SCEA,"Sports Champions 2 (USA) (En,Fr,Es,Pt).iso",6773538816
3D Dot Game Heroes,7.7,Silicon Studio,Atlus,3D Dot Game Heroes (USA).iso,3609001984
Ratchet & Clank Future: Quest for Booty,7.6,Insomniac Games,SCEA,"Ratchet & Clank - Quest for Booty (Europe) (En,Ja,Fr,De,Es,It,Nl,Pt,Sv,No,Da,Fi,Zh,Ko).iso",5202051072
PixelJunk SideScroller,7.6,Q-Games,SCEA,,
MAG,7.6,Zipper Interactive,SCEA,MAG (USA).iso,15235416064
Katamari Forever,7.6,Bandai Namco Games,Bandai Namco Games,"Katamari Forever (USA) (En,Fr,Es).iso",14549516288
Hyperdimension Neptunia Victory,7.6,Compile Heart,NIS America,Hyperdimension Neptunia mk2 (USA).iso,4005298176
Disgaea D2: A Brighter Darkness,7.6,Nippon Ichi Software,NIS America,Disgaea D2 - A Brighter Darkness (USA).iso,2561409024
Atelier Rorona: The Alchemist of Arland,7.6,Gust,NIS America,Atelier Rorona Plus - The Alchemist of Arland (USA).iso,5138546688
Yakuza: Dead Souls,7.5,Ryu ga Gotoku Studios,Sega,Yakuza - Dead Souls (USA).iso,21724135424
Tumble (2010),7.5,Supermassive Games,SCEE,,
Trinity Universe,7.5,Idea Factory,NIS America,Trinity Universe (USA).iso,5341184000
Trinity: Souls of Zill O'll,7.5,Omega Force,Tecmo Koei Games,Trinity - Souls of Zill O'll (USA).iso,22536978432
Sorcery,7.5,The Workshop,SCEA,"Sorcery (USA) (En,Fr,Es).iso",6711607296
Noby Noby Boy,7.5,Bandai Namco Games,Bandai Namco Games,,
Watchmen: The End Is Nigh Complete Experience,7.4,Deadline Games,Warner Bros. Interactive Entertainment,"Watchmen - The End Is Nigh - Parts 1 and 2 (USA) (En,Fr,De,Es,It).iso",8972009472
The Awakened Fate: Ultimatum,7.4,Nippon Ichi Software,NIS America,"Awakened Fate Ultimatum, The (USA).iso",2741960704
Calling All Cars!,7.4,Incognito Inc.,SCEA,NPUA80088_Calling_All_Cars.pkg,197116128
TerRover,7.3,Creat Studios,Sony Online Entertainment,,
Savage Moon,7.3,FluffyLogic,SCEA,Me Motion (Japan).iso,1234239488
Resident Evil: Chronicles HD Collection,7.3,Capcom,Capcom,"Silent Hill - HD Collection (USA) (En,Fr,Es).iso",13149077504
One Piece: Pirate Warriors,7.3,Omega Force,Namco Bandai Games,"One Piece - Pirate Warriors (Europe) (En,Fr,De,Es,It) (v02.00).iso",11783045120
Medieval Moves: Deadmund's Quest,7.3,Zindagi Games,SCEA,"Medieval Moves - Deadmund's Quest (USA) (En,Fr,Es,Pt).iso",15117647872
LittleBigPlanet Karting,7.3,United Front Games,SCEA,"LittleBigPlanet Karting (USA, Brazil) (En,Fr,Es,Pt).iso",7429357568
Hyperdimension Neptunia MK2,7.3,Compile Heart,NIS America,Hyperdimension Neptunia mk2 (USA).iso,4005298176
Dynasty Warriors 7: Xtreme Legends,7.3,Omega Force,Koei Tecmo Games,Dynasty Warriors 8 - Xtreme Legends (USA).iso,24491589632
Wonderbook: Book of Spells,7.2,SCEE London Studio,SCEA,"Wonderbook - Book of Spells (USA) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da,Fi,Pl,Ru,Cs,Tr).iso",10473897984
White Knight Chronicles II,7.2,Level 5,D3Publisher,"White Knight Chronicles II (USA) (En,Fr,Es).iso",19151126528
Trash Panic,7.2,SCEJ,SCEA,"Grease Dance (USA) (En,Fr,Es).iso",2756313088
Supersonic Acrobatic Rocket-Powered Battle-Cars,7.2,Psyonix,Psyonix,,
Saint Seiya: Brave Soldiers,7.2,Dimps Corporation,Namco Bandai Games,Saint Seiya - Brave Soldiers (Japan).iso,3392274432
LocoRoco Cocoreccho!,7.2,SCE Japan Studio,SCEA,,
Under Siege (2011),7.1,"Seed Studios, Lda","Seed Studios, Lda",,
Tom Clancy's Splinter Cell Classic Trilogy HD,7.1,Ubisoft,Ubisoft,"Tom Clancy's Splinter Cell Trilogy (USA, Korea) (En,Fr,De,Es,It).iso",11451498496
Legasista,7.1,System Prisma,NIS America,,
White Knight Chronicles International Edition,7.0,Level 5,SCEA,"White Knight Chronicles - International Edition (USA) (En,Fr,Es).iso",11403395072
Tekken Revolution,7.0,Namco Bandai Games,Namco Bandai Games,"Rock Revolution (USA) (En,Fr,Es).iso",4632346624
Ratchet & Clank: All 4 One,7.0,Insomniac Games,SCEA,Ratchet & Clank - All 4 One (Japan) (Taikenban).iso,2489122816
GTI Club + Rally Cote D'Azur,7.0,Sumo Digital,SCEA,,
EyePet: Move Edition,7.0,SCEE London Studio,SCEA,"EyePet - Move Edition (Europe) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da,Fi,Pl,Ru).iso",4590731264
Elefunk,7.0,8bit Games,SCEA,,
Bleach: Soul Resurreccion,7.0,Racjin,NIS America,Bleach - Soul Resurreccion (USA).iso,4181131264
Akimi Village,6.9,NinjaBee,Sony Online Entertainment,,
Rag Doll Kung Fu: Fists of Plastic,6.8,Tarsier Studios,SCEA,,
Modern Combat: Domination,6.8,Gameloft,Gameloft,,
Blast Factor,6.8,Bluepoint Games,SCEA,,
Tekken Hybrid,6.7,Namco Bandai Games,Namco Bandai Games,"Tekken Hybrid (USA) (En,Ja,Fr,De,Es,It,Ko).iso",40665088000
SOCOM 4: U.S. Navy SEALs,6.7,Zipper Interactive,SCEA,"SOCOM 4 - U.S. Navy SEALs (USA) (En,Fr,Es,Pt).iso",23782817792
Malicious,6.7,Alvion,SCEA,,
Hyperdimension Neptunia,6.7,Compile Heart,NIS America,Hyperdimension Neptunia mk2 (USA).iso,4005298176
Beat Sketcher,6.7,SCE Japan Studio,SCEA,Beat Sketch! (Japan).iso,848429056
Sackboy's Prehistoric Moves,6.6,Media Molecule,SCEA,,
PlayStation Move Heroes,6.6,Nihilistic,SCEA,"PlayStation Move Heroes (USA) (En,Fr,Es).iso",11322916864
Planet Minigolf,6.6,Zen Studios,Zen Studios,,
PixelJunk Racers: 2nd Lap,6.6,Q-Games,SCEA,,
High Velocity Bowling,6.6,SCEA,SCEA,"High Velocity Bowling (USA) (En,Fr,Es) (FW3.50).iso",9701556224
Carnival Island,6.6,Magic Pixel Games,SCEA,"Carnival Island (USA) (En,Fr,Es).iso",2937389056
The Shoot,6.5,Cohort Studios,SCEA,,
Snakeball,6.5,Gamoola Soft,SCEA,,
SingStar Dance,6.5,SCEE London Studio,SCEA,"SingStar Dance (USA) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da,Fi,Pl,Ru).iso",10388111360
Kung-Fu Live,6.5,Virtual Air Guitar Company,Virtual Air Guitar Company,"Kung Fu Rider (USA) (En,Fr,Es,Pt).iso",8379695104
Killzone HD,6.5,Supermassive Games,SCEA,Killzone Trilogy (USA) (Killzone + Killzone 2).iso,16530145280
EyePet & Friends,6.5,SCEE London Studio,SCEA,"EyePet & Friends (USA) (En,Fr,Es,Pt).iso",8272740352
Time Crisis: Razing Storm,6.4,Nex Entertainment,Namco Bandai Games,"Time Crisis - Razing Storm (USA) (En,Ja,Fr,De,Es,It).iso",17789419520
Namco Museum Essentials,6.4,Namco Bandai Games,Namco Bandai Games,,
Wakeboarding HD,6.3,Creat Studios,Creat Studios,,
The Punisher: No Mercy,6.3,Zen Studios,Zen Studios,,
SOCOM: U.S. Navy SEALs Confrontation,6.3,Slant Six,SCEA,"SOCOM - U.S. Navy SEALs - Confrontation (USA) (En,Ja,Fr,De,Es,It,Nl,Pt,Sv,No,Da,Fi,Ko,Ru) (BCUS-98183).iso",3136290816
Genji: Days of the Blade,6.3,Game Republic,SCEA,Genji - Days of the Blade (USA).iso,13103923200
Afrika (2008),6.3,Rhino Studios,Natsume,Afrika (USA).iso,19449249792
Time Crisis 4,6.2,Nex Entertainment,Bandai Namco Games,Time Crisis 4 (USA).iso,8230076416
Short Peace: Ranko Tsukigime's Longest Day,6.1,Crispy's,Bandai Namco Games,"Short Peace - Ranko Tsukigime's Longest Day (Europe) (En,Fr,De,Es,It).iso",22012231680
Lair,6.1,Factor 5,SCEA,Lair (USA).iso,24703401984
DUST 514,6.1,CCP,CCP,,
Chaos Code,6.1,FK Digital,Arc System Works,Cross Edge (USA).iso,13833273344
Invizimals: The Lost Kingdom,6.0,Magenta Software,SCEA,"Invizimals - The Lost Kingdom (Europe) (Es,It,Pt,El).iso",6332416000
Start the Party!,5.9,Supermassive Games,SCEA,"Start the Party! (USA) (En,Fr,Es,Pt).iso",8266383360
Okabu,5.9,HandCircus,SCEA,,
Linger in Shadows,5.9,Plastic Studios,SCEA,,
Anarchy: Rush Hour,5.9,Gaijin Entertainment,Gaijin Entertainment,"Anarchy Reigns (USA) (En,Ja,Fr,Es,It).iso",12325879808
Untold Legends: Dark Kingdom,5.8,Sony Online Entertainment,Sony Online Entertainment,Untold Legends - Dark Kingdom (USA).iso,8880652288
Datura,5.8,Plastic Studios,SCEA,,
Toy Home,5.7,Game Republic,SCEA,,
Ace Combat Infinity,5.7,Project Aces ,Namco Bandai Games,,
TV Superstars,5.6,SCE Studio Cambridge,SCEA,"TV Superstars (USA) (En,Fr,Es,Pt).iso",3157983232
Topatoi: Spinning Through The Worlds,5.5,Boolat Games,Boolat Games,,
Time and Eternity,5.4,Imageepoch,NIS America,Time and Eternity (USA).iso,14822998016
Super Rub a Dub,5.1,Sumo Digital,SCEA,,
Mobile Suit Gundam: Crossfire,4.9,Bec,Namco Bandai Games,"Mobile Suit Gundam - Crossfire (USA) (En,Ja).iso",4685430784
Dungeon Twister,4.9,Hydravision,Hydravision,"Dungeon Siege III (USA) (En,Fr,Es).iso",4627103744
Last Rebellion,4.7,Hit Maker,NIS America,"Last Rebellion (USA, Asia).iso",3061579776
.detuned,4.6,.theprodukkt,SCEA,,
PlayStation Move Ape Escape,4.4,SCE Japan Studio,SCEA,"PlayStation Move Heroes (USA) (En,Fr,Es).iso",11322916864
Kung Fu Rider,4.4,SCE Japan Studio,SCEA,"Kung Fu Rider (USA) (En,Fr,Es,Pt).iso",8379695104
Magus,4.3,Black Tower Studios,Aksys Games,Magus (USA).iso,1154875392
SoulCalibur: Lost Swords,3.8,Project Soul,Bandai Namco Games,,
