title,score,developer,publisher,rom_name,size
LittleBigPlanet PS Vita,8.8,Tarsier Studios,SCEA,"LittleBigPlanet PS Vita (Europe) (En,Fr,De,Es,It,Nl,Pt,No,Da,Fi,Pl,Ru).vpk",1681829193
Tearaway,8.7,Media Molecule,SCEA,Tearaway (USA).vpk,951675644
TxK,8.4,Llamasoft,Llamasoft,,
Lumines: Electronic Symphony,8.3,Q Entertainment,Ubisoft,Lumines - Electronic Symphony (USA).vpk,755378990
Gravity Rush,8.3,SCE Japan Studio,SCEA,Gravity Rush (Europe).vpk,1521931954
Super Stardust Delta,8.2,Housemarque,Sony Interactive Entertainment,,
Fuel Tiracas,8.2,FuturLab,FuturLab,,
DJMax Technika Tune,8.1,Pentavision Entertainment,Pentavision Entertainment,DJMax Technika Tune (USA).vpk,3313556141
Uncharted: Golden Abyss,8.0,Sony Bend,SCEA,"Uncharted - Golden Abyss (Europe) (En-GB,Es,Pt,Sv,No,Da,Fi,Pl,Ru).vpk",3550586667
WipEout 2048,7.9,Studio Liverpool,SCEA,"WipEout 2048 (Europe) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da,Fi,Pl,Ru).vpk",1686956188
Switch Galaxy,7.9,Atomicom,Atomicom,,
Surge (2012),7.9,FuturLab,FuturLab,,
FIFA Soccer (2012),7.9,Electronic Arts,EA Sports,FIFA Soccer 13 (USA).vpk,3016747694
Oreshika: Tainted Bloodlines,7.8,Alfa System,SCEA,,
OMG HD Zombies!,7.8,Laughing Jackal,Laughing Jackal,,
Killzone: Mercenary,7.8,Guerilla Cambridge,SCEA,"Killzone - Mercenary (Europe) (En,Fr,De,Es,It,Nl,Pt).vpk",3547533527
Bad Apple Wars,7.8,Otomate,Aksys Games,Bad Apple Wars (USA).vpk,1609262273
Virtua Tennis 4: World Tour Edition,7.7,Sega,Sega,"Virtua Tennis 4 - World Tour Edition (USA) (En,Fr,Es).vpk",1117326563
Tokyo Jungle Mobile,7.7,SCEI,SCEA,,
Surge Deluxe,7.7,FuturLab,FuturLab,,
Soul Sacrifice,7.7,SCE Japan Studio,SCEA,Soul Sacrifice (USA).vpk,1820891120
PulzAR,7.7,XDEV,SCEA,,
Floating Cloud God Saves the Pilgrims in HD!,7.7,Dakko Dakko,Dakko Dakko,,
Gravity Crash Ultra,7.5,Just Add Water,Just Add Water,Gravity Rush (Europe).vpk,1521931954
Tokyo Xanadu,7.4,Falcom,Aksys Games,Tokyo Xanadu (USA).vpk,2347261367
Frobisher Says!,7.4,Honeyslug Ltd,SCEA,,
Freedom Wars,7.3,SCE Japan Studio,SCEA,Freedom Wars (USA).vpk,1431954950
